prescription_symptoms_distance,prescription_randomsymptoms_distance
0.3299502731130641,0.45591762966865546
0.3363663200567278,0.42549722962903425
0.3363663200567278,0.42553586132487403
0.3868561969248673,0.4595075445098403
0.43446284260781914,0.4651663889536902
0.2776725861844943,0.43826241293700213
0.3323062898035702,0.4292209416298517
0.33149543222857086,0.4486113881181114
0.33974780388344966,0.48789735726336125
0.3300663907552144,0.490741969454537
0.569514625595531,0.48758410082057313
0.6506552903642918,0.4771424993243309
0.471135274030673,0.39669373281457365
0.439335571374857,0.4431276734272569
0.24674919577003696,0.3846425042574812
0.3143783543644845,0.4428773655128496
0.3119189500960411,0.4024249614663104
0.3294099750038278,0.40026804385359976
0.2897841315270093,0.33845332748765194
0.30726391375912243,0.35574346727183137
0.17737253579495668,0.50874477249929
0.26406294727123925,0.33950029315399016
0.3473047285047961,0.4980780495241625
0.3673471933655094,0.31520594895102705
0.32134642062457147,0.4542861287048668
0.32778886224055775,0.4924760981670811
0.3943495781910168,0.42643186019866886
0.3420905252795788,0.43098903650993353
0.2890523118761217,0.34703375459841956
0.17274382432105756,0.3944947398433713
0.4563999938831218,0.37508269104587044
0.43531840628573504,0.43580740081897135
0.24455427305415817,0.36388813918170554
0.2141345314277714,0.36079917371154435
0.43039901225146693,0.5897630542945037
0.2548415070783574,0.38058146440690865
0.30746317428130204,0.43464455143502123
0.27323203048677264,0.3732050563647932
0.30472695642170444,0.45175245717028567
0.2839077195042021,0.4053746017145668
0.4594950343757052,0.41455327614817183
0.3697213289480476,0.38991033206276704
0.47235036124949725,0.5304937093309622
0.2456478414174915,0.45728326626003046
0.5181690330453478,0.39280125026526835
0.24985442053918205,0.380975688013727
0.1853409468497842,0.4423770486983852
0.36069795857834436,0.3705837844370952
0.4986350501409904,0.41173132549624203
0.39333415683871287,0.3914824793874293
0.12891933690099716,0.5103537911823226
0.4894431747509629,0.4413521493579034
0.3350964437945105,0.44675912964200715
0.4240888311160018,0.4418638774294142
0.4152017408915323,0.4362237020391782
0.3208784505831617,0.4373759826646091
0.21061632833277996,0.4312573522941467
0.5040486602627327,0.5212223830091457
0.36265710600267986,0.4663500540811949
0.2041419996286537,0.320256271574605
0.21840966441109333,0.38484857556134183
0.31087114060495374,0.3941797209059947
0.3075807916975132,0.3762142059706303
0.29731274397211005,0.382106038183414
0.26570714214280267,0.3395633788439247
0.2841719617910101,0.36242080906837526
0.3178938326447409,0.4494530573842985
0.3947665255135331,0.4854536553845119
0.37121100317904304,0.47037993924607396
0.3469372613407653,0.4205820362917043
0.3476280018761188,0.42200737596339205
0.41823999939771395,0.4397946127107606
0.48732705773066726,0.52502339362229
0.3206890661069513,0.414387843021384
0.3269312887302856,0.37046912464435455
0.3378728498565599,0.4414766346942349
0.36469879166840313,0.42879707057711836
0.36222472181651955,0.43590298963143237
0.28744527779146495,0.4964662749578559
0.4440451997127807,0.4392245804569201
0.46217053221603493,0.5141083807287428
0.5061776188169348,0.5450194036755548
0.5123394382938986,0.47614314209590414
0.3702462498693344,0.4546931907302586
