permutation,analysis,null_type,bin_id,x_mean,y_mean,y_sem,count
1,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9445680322767082,-0.0612882281703798,0.010799026511327399,4336
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.0531326246078773,-0.0946102497429474,0.06632975869639135,302
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.14290693621470893,0.09376108246182287,0.05483538934787916,151
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.19925438596491227,-0.07765010243883137,0.08089241078814725,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.25225877192982454,-0.09615775975219819,0.08789473524757366,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.30993421052631576,-0.013454547006774705,0.08785753188017044,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.3611842105263158,0.05450381584521662,0.07037582656850772,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.40339912280701756,0.056368522643240764,0.06265284388124744,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.45063596491228075,-0.08075664120563979,0.09609177616025184,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4995614035087717,-0.11102425568551544,0.08411587486054078,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.5442982456140352,0.11125433963938927,0.060996654424434874,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5835526315789474,0.13191564201322972,0.05017857717304569,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.622280701754386,-0.01665850522870768,0.07961197743957255,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6624122807017543,-0.0016099515809730213,0.0732247638035702,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.704342105263158,0.05697482451647603,0.0703410078196665,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7432894736842106,-0.004110556087100689,0.08033841233505506,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.7845175438596491,0.10361508910806722,0.057508552274404,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258771929824561,0.10007925675930146,0.06772872719506286,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8740789473684212,-0.08404700195766736,0.09819953827866454,150
1,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9382894736842105,-0.03314635644394692,0.0752710035569711,150
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.023875939671883128,0.14205650924409333,0.031216095873928287,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.07401541298283768,0.07103902042261376,0.02737917328993812,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.12415488629379226,0.08436147886777012,0.02845943052664343,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.17429435960474682,0.04815860744073207,0.026381806231705947,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.2244338329157014,0.024251125590932326,0.02658823708080697,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.27457330622665593,0.03933007547857332,0.025544671527793304,1627
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.3246966363894408,-0.003676906794660984,0.025174024963685742,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.37482259437978993,-0.02231332871741962,0.023328121279994975,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4249308118081181,0.0060704830106288405,0.024243686322479127,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.47503902923644614,0.01844283136622815,0.0252290348783851,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5251472466647743,-0.03533362379761854,0.023369533390232074,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.5752554640931025,0.028642379028042363,0.026032115979618055,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6253636815214306,-0.037077803994477715,0.024093199950509164,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.6754807692307692,-0.01335149679795505,0.023030692172626162,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7255978569401078,-0.010959538360688633,0.024596252565546938,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.775706074368436,-0.05793703759567064,0.021842857551576465,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258142917967641,-0.060272358222129424,0.02258030149212693,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8759225092250923,-0.04928708771718017,0.022067825067722705,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9260307266534203,-0.045788065499137866,0.02306778918678095,1626
1,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9761389440817485,-0.12660692151174363,0.017801219515381942,1626
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.027692508563189812,-0.018205253138609025,0.011955346585187114,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.08365618341477508,-0.013321713908501771,0.011594838625961673,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.1391820452203094,-0.01954528623373045,0.011773283696788478,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.1940834122748777,-0.010845285134805493,0.01207463722334346,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.24812998824905336,0.004478951200959678,0.012025186944772686,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.30006722763778193,-0.00846362651530636,0.01195177351477389,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.35170527625836523,-0.016557747568773866,0.011853102607257976,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.40029613496642785,0.0008829054278067256,0.012126964803544714,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.44826749932633464,-0.016747782719865507,0.012317404270743638,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.4947345758408317,-0.017667018337324186,0.012006370166960038,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5391870456231196,0.006901277375281635,0.011895376653462353,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.5822113448027758,-0.006672236694176603,0.011897187544812912,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6250525736795464,0.0039681104252368895,0.012015344756633184,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.6664595203502504,-0.012014656193333903,0.012108478322846093,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7069236132910707,-0.004605195962226909,0.012284842565849765,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.7475454967205692,0.00787666679425842,0.012249826161678265,4337
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.788134919752812,0.023681098520990516,0.012352904357960052,4336
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.831609278442182,0.025890635234593676,0.012218115374588492,4336
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.8808265349219757,0.02385248977735431,0.01240661298080925,4336
2,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9445680322767082,0.047141466979319445,0.01222158794714358,4336
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.0531326246078773,0.026233802685186006,0.047635665713292356,302
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.14290693621470893,-0.12686032328835317,0.0912406232764367,151
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.19925438596491227,-0.10023415701793352,0.09279728385645887,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.25225877192982454,-0.018186129934881588,0.08464159529272162,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.30993421052631576,0.08987581760080651,0.06967710682976115,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.3611842105263158,0.045803377229577905,0.07851710110640492,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.40339912280701756,0.021508167809839225,0.0759910864098776,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.45063596491228075,0.006244402299994309,0.07915928807859837,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4995614035087717,0.1595974138361351,0.04486051238775104,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.5442982456140352,-0.1529371943649428,0.10468713637495708,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5835526315789474,-0.010664213107013716,0.08039240726330084,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.622280701754386,0.1466861045580203,0.051895079744488856,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6624122807017543,0.019086573095795725,0.06330548192687202,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.704342105263158,-0.10004280810708703,0.08923438176548708,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7432894736842106,-0.06379512940380713,0.07109596259152696,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.7845175438596491,0.020301953378355404,0.07889013496331736,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258771929824561,0.0381330489271182,0.07202015907676529,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8740789473684212,0.05094808020132906,0.0703594766006803,150
2,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9382894736842105,-0.077436637630538,0.09413841587296122,150
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.023875939671883128,-0.09850977682247004,0.020873113631836693,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.07401541298283768,-0.07958246298301035,0.022574134527422608,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.12415488629379226,-0.03960879154694303,0.022893452949113064,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.17429435960474682,-0.07797487593794815,0.02123163697758172,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.2244338329157014,-0.08092640207538256,0.022080197315776057,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.27457330622665593,-0.02396535919266524,0.02372268427796285,1627
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.3246966363894408,-0.008147962324942621,0.024969591447675958,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.37482259437978993,0.03709657893035044,0.0264942136801512,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4249308118081181,0.004457783599147795,0.0257006508676396,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.47503902923644614,-0.001328474208728755,0.026061210932144713,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5251472466647743,-0.00801142737898931,0.02450279939472299,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.5752554640931025,0.021355035328708458,0.02563765605472213,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6253636815214306,0.06261476652329816,0.028285045002237368,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.6754807692307692,0.06966426930238347,0.028419006890671956,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7255978569401078,0.05874614594799631,0.027620165286521742,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.775706074368436,-0.011855037202057408,0.023630400882991422,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258142917967641,0.06492393420247941,0.026470467502261293,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8759225092250923,-0.050726605835844374,0.021997840144140607,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9260307266534203,0.035113412809264305,0.02446901431277885,1626
2,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9761389440817485,0.12691160044503277,0.02550597567753894,1626
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.027692508563189812,-0.005090821229805084,0.012063468179655345,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.08365618341477508,-0.009693202705903993,0.012340597968480443,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.1391820452203094,-0.01947976598644609,0.012106798099745592,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.1940834122748777,-0.004830581375257627,0.01216779879685233,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.24812998824905336,0.011445095859498974,0.012135096196284108,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.30006722763778193,-0.0010508069061110807,0.012120307239594728,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.35170527625836523,-0.011901646952769396,0.012165031117464071,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.40029613496642785,-0.005549995130711197,0.01211572836104527,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.44826749932633464,-0.014198559838035325,0.012402470130244828,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.4947345758408317,0.009028946891541038,0.012119871363735855,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5391870456231196,-0.0212563714602282,0.011933499801016222,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.5822113448027758,0.0029755987699706414,0.012207961643776974,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6250525736795464,-0.009841546259150524,0.01218028441924997,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.6664595203502504,0.009083881526928411,0.012401383194342058,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7069236132910707,-0.00518672867749658,0.012045203955634425,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.7475454967205692,0.009944306760830345,0.012069063153301984,4337
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.788134919752812,0.022159555806825347,0.012034801614002999,4336
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.831609278442182,0.036958864868056815,0.012072045011805334,4336
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.8808265349219757,0.023665528805438422,0.011928484790617054,4336
3,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9445680322767082,-0.017166623109261148,0.011484375557842005,4336
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.0531326246078773,0.041517654411716634,0.05590859904247045,302
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.14290693621470893,0.06891924613932289,0.062189938359257936,151
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.19925438596491227,-0.009586837767136735,0.08115940261044426,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.25225877192982454,0.03098007418098162,0.07336541179877476,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.30993421052631576,-0.11431739721302586,0.09010922615516938,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.3611842105263158,-0.03212966576787904,0.08307522206363438,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.40339912280701756,-0.15542703726426438,0.09640477200212287,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.45063596491228075,0.014187655247712871,0.08171274611515561,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4995614035087717,-0.03964528070477382,0.08043457946697205,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.5442982456140352,0.16968502220234538,0.039149511063662025,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5835526315789474,-0.0061895230266472605,0.07988917080443055,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.622280701754386,0.03437777336747234,0.07184854928640197,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6624122807017543,0.15970667945883468,0.04756838617671416,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.704342105263158,0.03585613721899192,0.06918453495452954,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7432894736842106,0.0039018348341959335,0.08161968088182102,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.7845175438596491,0.021207728283191098,0.06334200538359364,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258771929824561,-0.10833011191469348,0.08384919961934728,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8740789473684212,-0.07855261012618761,0.0931823425230758,150
3,disease_disease,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9382894736842105,-0.07869202633829205,0.09068657570075389,150
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.023875939671883128,0.007921117756476895,0.02439414626792958,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.07401541298283768,-0.002536831522065916,0.02574836318799384,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.12415488629379226,-0.002606430739025741,0.02544245307560381,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.17429435960474682,-0.020999780539304427,0.026367435973318427,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.2244338329157014,0.024687716355003088,0.02641777452437178,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.27457330622665593,-0.0222533964053118,0.024439103503599575,1627
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.3246966363894408,0.015791780700609055,0.027098737268091526,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.37482259437978993,0.009771676818389502,0.02417138030965614,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.4249308118081181,-0.004923757630761021,0.025860035959491642,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.47503902923644614,-0.00787382177888121,0.02439463451469658,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,10,0.5251472466647743,0.0039538893798458374,0.02462025375042622,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,11,0.5752554640931025,0.023089826085803275,0.0268052902842262,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,12,0.6253636815214306,-0.009326408058793645,0.024844865589314466,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,13,0.6754807692307692,0.04782963922589657,0.025807131125817007,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,14,0.7255978569401078,0.002093272396908849,0.02529572149787989,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,15,0.775706074368436,0.051122046186564574,0.026848176934632158,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,16,0.8258142917967641,-0.01749595216926002,0.022548329442043054,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,17,0.8759225092250923,0.02128232214400934,0.02295263945687653,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,18,0.9260307266534203,-0.01687577828784447,0.022109514525371524,1626
3,disease_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,19,0.9761389440817485,-0.10264142044403114,0.017744106498827922,1626
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,0.027692508563189812,0.013939087277242334,0.011897918817714416,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,0.08365618341477508,0.008743948348792257,0.011953175324162887,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,0.1391820452203094,0.014142688965166487,0.01209194625771965,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,0.1940834122748777,-0.012141107923415958,0.011833925181498027,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,0.24812998824905336,0.008762470499572463,0.01197415505617492,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,5,0.30006722763778193,-0.008725727082514786,0.011895584784243166,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,6,0.35170527625836523,-0.018940500751653898,0.011964349024170476,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,7,0.40029613496642785,-0.009421161068895921,0.012007885571994878,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,8,0.44826749932633464,-0.002347208007237753,0.012176598675155062,4337
4,herb_herb,embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,9,0.4947345758408317,0.0094421158050902,0.012282418679482258,4337
